0_lat,0_location,0_lon,demographics-life_ex,demographics-median_inc,demographics-pct_50plus,demographics-pct_65plus,demographics-pct_africa,demographics-pct_asian,demographics-pct_disabi,demographics-pct_hispan,demographics-pct_povert,demographics-total_popu,engagement-broadband cost and speed,"engagement-cultural, arts, and entertainment institutions",engagement-opportunity for civic involvement,engagement-social involvement index,environment-air quality index,environment-drinking water quality,environment-local industrial pollution,environment-near-roadway pollution,health-access to exercise opportunities,health-health professional shortage areas,health-obesity prevalence,health-preventable hospitalization rate,health-tobacco use,livability-engagement,livability-environment,livability-health,livability-housing,livability-neighborhood,livability-opportunity,livability-transportation,neighborhood-access to grocery stores,neighborhood-access to libraries,neighborhood-access to parks,neighborhood-activity density,neighborhood-automobile accessibility,neighborhood-crime rates,neighborhood-diversity of destinations,neighborhood-transit accessibility,neighborhood-vacancy rate,opportunity-age diversity,opportunity-high school graduation rate,opportunity-income inequality,opportunity-jobs/worker,transportation-ADA-accessible stations and vehicles,transportation-congestion,transportation-crash rates,transportation-frequency of local transit service,transportation-household transportation costs,transportation-speed limits,transportation-walk trips
41.8854407,"West Loop, Chicago, IL",-87.66273420000002,78,122321,20,10,10,5,10,0,6,1047,2.600 percent,0.095 institutions,5.387 organizations,0.934 involvement index,11.000 days,1.200 percent,0.000000048310000000000000 air toxicity index,0.000 percent,99.200 percent,17.000 priority score,21.600 percent,"54.349 discharges / 1,000 Medicare enrollees",12.900 percent,26,22,52,60,71,38,94,7.000 stores and markets,0.000 libraries,3.000 parks,11782.000 jobs + people / sq. mi.,251084.000 jobs,"311.000 crimes / 10,000 people",0.809 diversity score (0-1 scale),94938.000 jobs,20.700 percent,0.837 relative diversity,77.000 percent,0.503 coefficient,0.784 jobs / worker,100.000 percent,34.783 hours,4.880 fatal crashes,138.000 buses and trains,9141.000 dollars,27.470 miles per hour,1.730 trips
42.0005804,"West Rogers Park, Chicago, IL",-87.69257669999999,78,45313,29,11,18,38,10,33,14,1230,100.000 percent,0.106 institutions,5.387 organizations,0.934 involvement index,11.000 days,1.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.200 percent,15.000 priority score,24.900 percent,"54.349 discharges / 1,000 Medicare enrollees",17.600 percent,41,56,47,49,77,39,100,22.000 stores and markets,1.000 libraries,3.000 parks,25500.000 jobs + people / sq. mi.,75325.000 jobs,"311.000 crimes / 10,000 people",0.524 diversity score (0-1 scale),16026.000 jobs,13.200 percent,0.845 relative diversity,78.000 percent,0.503 coefficient,0.784 jobs / worker,100.000 percent,34.783 hours,2.955 fatal crashes,201.000 buses and trains,9997.000 dollars,25.000 miles per hour,1.980 trips
41.8935946,"West Town, Chicago, IL",-87.6721671,78,66143,10,4,2,1,10,50,10,1658,100.000 percent,0.086 institutions,5.387 organizations,0.934 involvement index,11.000 days,1.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.200 percent,17.000 priority score,25.700 percent,"54.349 discharges / 1,000 Medicare enrollees",16.500 percent,39,56,46,42,78,30,94,9.000 stores and markets,0.000 libraries,5.000 parks,43040.000 jobs + people / sq. mi.,211332.000 jobs,"311.000 crimes / 10,000 people",0.942 diversity score (0-1 scale),70078.000 jobs,2.600 percent,0.782 relative diversity,67.000 percent,0.503 coefficient,0.784 jobs / worker,100.000 percent,34.783 hours,4.465 fatal crashes,279.000 buses and trains,9504.000 dollars,25.990 miles per hour,1.450 trips
41.8938192,"Wheaton, Chicago, IL",-87.6237819,78,101354,67,33,3,11,10,0,2,923,57.100 percent,0.127 institutions,5.387 organizations,0.934 involvement index,11.000 days,1.200 percent,0.0000000000000000000000000000 air toxicity index,73.100 percent,99.200 percent,0.000 priority score,19.600 percent,"54.349 discharges / 1,000 Medicare enrollees",10.000 percent,36,31,68,36,81,18,100,24.000 stores and markets,0.000 libraries,8.000 parks,262888.000 jobs + people / sq. mi.,300712.000 jobs,"311.000 crimes / 10,000 people",0.839 diversity score (0-1 scale),118662.000 jobs,10.900 percent,0.526 relative diversity,67.000 percent,0.503 coefficient,0.784 jobs / worker,100.000 percent,34.783 hours,4.446 fatal crashes,1396.000 buses and trains,8388.000 dollars,27.410 miles per hour,4.220 trips
41.7457436,"Wrightwood, Chicago, IL",-87.6912862,78,71058,33,9,91,1,10,6,7,2356,91.300 percent,0.103 institutions,5.387 organizations,0.934 involvement index,11.000 days,1.200 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,99.200 percent,14.000 priority score,34.800 percent,"57.517 discharges / 1,000 Medicare enrollees",17.400 percent,38,56,47,35,68,40,79,1.000 stores and markets,0.000 libraries,1.000 parks,15150.000 jobs + people / sq. mi.,45700.000 jobs,"311.000 crimes / 10,000 people",0.640 diversity score (0-1 scale),9116.000 jobs,0.000 percent,0.835 relative diversity,80.000 percent,0.503 coefficient,0.784 jobs / worker,100.000 percent,34.783 hours,4.851 fatal crashes,146.000 buses and trains,12453.000 dollars,27.240 miles per hour,1.120 trips
32.96179,"Addison, Dallas-Fort Worth, TX",-96.82916850000001,78,57028,16,3,13,9,9,14,3,1563,90.700 percent,0.182 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,26.800 percent,"44.654 discharges / 1,000 Medicare enrollees",11.600 percent,52,54,68,65,65,37,65,1.000 stores and markets,0.000 libraries,1.000 parks,12203.000 jobs + people / sq. mi.,387618.000 jobs,"375.000 crimes / 10,000 people",0.845 diversity score (0-1 scale),27949.000 jobs,11.300 percent,0.622 relative diversity,88.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,5.175 fatal crashes,46.667 buses and trains,8842.000 dollars,31.690 miles per hour,0.970 trips
32.9290218,"Galleria, Dallas-Fort Worth, TX",-96.82003859999999,78,44000,15,2,19,0,9,47,21,1707,90.300 percent,0.190 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,11.400 percent,97.600 percent,0.000 priority score,26.800 percent,"44.654 discharges / 1,000 Medicare enrollees",11.600 percent,52,41,68,84,64,37,58,3.000 stores and markets,0.000 libraries,0.000 parks,18136.000 jobs + people / sq. mi.,449794.000 jobs,"375.000 crimes / 10,000 people",0.772 diversity score (0-1 scale),48096.000 jobs,4.000 percent,0.659 relative diversity,88.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,6.206 fatal crashes,51.667 buses and trains,9224.000 dollars,38.820 miles per hour,1.050 trips
32.7790911,"Central Dallas, Dallas-Fort Worth, TX",-96.8002704,78,81029,11,0,19,7,9,12,6,1617,89.300 percent,0.164 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,23.400 percent,"44.654 discharges / 1,000 Medicare enrollees",11.200 percent,53,56,73,61,84,39,92,8.000 stores and markets,1.000 libraries,9.000 parks,56380.000 jobs + people / sq. mi.,341484.000 jobs,"375.000 crimes / 10,000 people",0.935 diversity score (0-1 scale),96998.000 jobs,17.500 percent,0.587 relative diversity,92.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,14.116 fatal crashes,971.000 buses and trains,7884.000 dollars,28.490 miles per hour,3.410 trips
32.9330819,"CentrePort Business Park, Dallas-Fort Worth, TX",-97.3235651,78,77760,43,12,0,0,10,9,1,1045,63.500 percent,0.138 institutions,5.975 organizations,0.996 involvement index,16.000 days,1.700 percent,0.00050804000000000000 air toxicity index,5.200 percent,97.000 percent,0.000 priority score,28.500 percent,"54.235 discharges / 1,000 Medicare enrollees",15.500 percent,52,36,62,50,40,70,37,0.000 stores and markets,0.000 libraries,0.000 parks,159.000 jobs + people / sq. mi.,80613.000 jobs,"375.000 crimes / 10,000 people",0.558 diversity score (0-1 scale),0.000 jobs,7.100 percent,0.968 relative diversity,92.000 percent,0.464 coefficient,0.821 jobs / worker,81.300 percent,0.000 hours,4.118 fatal crashes,0.000 buses and trains,14745.000 dollars,42.110 miles per hour,0.620 trips
32.78507870000001,"City Center District, Dallas-Fort Worth, TX",-96.79706639999999,78,99306,3,0,16,13,9,15,0,677,92.400 percent,0.166 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,20.000 percent,97.600 percent,0.000 priority score,25.400 percent,"44.654 discharges / 1,000 Medicare enrollees",14.500 percent,53,40,68,56,82,29,71,10.000 stores and markets,1.000 libraries,7.000 parks,18614.000 jobs + people / sq. mi.,350250.000 jobs,"375.000 crimes / 10,000 people",0.939 diversity score (0-1 scale),94349.000 jobs,22.700 percent,0.538 relative diversity,82.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,14.253 fatal crashes,799.000 buses and trains,13820.000 dollars,31.520 miles per hour,2.310 trips
33.0198431,"Planto, Dallas-Fort Worth, TX",-96.6988856,81,48781,21,11,1,4,6,46,16,1613,97.600 percent,0.182 institutions,4.941 organizations,0.973 involvement index,6.000 days,0.300 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,95.200 percent,0.000 priority score,35.100 percent,"43.347 discharges / 1,000 Medicare enrollees",20.500 percent,57,61,59,82,79,66,68,3.000 stores and markets,1.000 libraries,4.000 parks,7073.000 jobs + people / sq. mi.,226556.000 jobs,"194.000 crimes / 10,000 people",0.834 diversity score (0-1 scale),14985.000 jobs,11.100 percent,0.804 relative diversity,94.000 percent,0.431 coefficient,0.821 jobs / worker,81.300 percent,34.008 hours,4.536 fatal crashes,13.000 buses and trains,9291.000 dollars,26.520 miles per hour,1.100 trips
32.7790911,"Dallas Downtown, Dallas-Fort Worth, TX",-96.8002704,78,81029,11,0,19,7,9,12,6,1617,89.300 percent,0.164 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,23.400 percent,"44.654 discharges / 1,000 Medicare enrollees",11.200 percent,53,56,73,61,84,39,92,8.000 stores and markets,1.000 libraries,9.000 parks,56380.000 jobs + people / sq. mi.,341484.000 jobs,"375.000 crimes / 10,000 people",0.935 diversity score (0-1 scale),96998.000 jobs,17.500 percent,0.587 relative diversity,92.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,14.116 fatal crashes,971.000 buses and trains,7884.000 dollars,28.490 miles per hour,3.410 trips
32.7843924,"Deep Ellum, Dallas-Fort Worth, TX",-96.7801849,78,43355,17,2,16,4,9,36,16,1305,86.000 percent,0.167 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000012000000000000000000 air toxicity index,48.100 percent,97.600 percent,16.000 priority score,31.800 percent,"44.654 discharges / 1,000 Medicare enrollees",17.600 percent,52,18,51,68,60,46,56,0.000 stores and markets,0.000 libraries,1.000 parks,7308.000 jobs + people / sq. mi.,406544.000 jobs,"375.000 crimes / 10,000 people",0.647 diversity score (0-1 scale),52310.000 jobs,12.500 percent,0.737 relative diversity,92.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,13.464 fatal crashes,33.667 buses and trains,8601.000 dollars,39.900 miles per hour,1.170 trips
32.7728007,"Greenway, Dallas-Fort Worth, TX",-97.3226286,78,38631,28,10,17,0,10,44,15,1928,67.500 percent,0.110 institutions,5.975 organizations,0.996 involvement index,16.000 days,1.700 percent,0.0000000072800000000000000000 air toxicity index,20.000 percent,97.000 percent,0.000 priority score,35.000 percent,"54.235 discharges / 1,000 Medicare enrollees",17.700 percent,53,10,57,69,60,45,43,0.000 stores and markets,0.000 libraries,3.000 parks,946.000 jobs + people / sq. mi.,145279.000 jobs,"375.000 crimes / 10,000 people",0.897 diversity score (0-1 scale),14846.000 jobs,8.200 percent,0.727 relative diversity,82.000 percent,0.464 coefficient,0.821 jobs / worker,81.300 percent,34.008 hours,10.456 fatal crashes,2.667 buses and trains,10868.000 dollars,34.050 miles per hour,0.750 trips
32.8958605,"Las Colinas, Dallas-Fort Worth, TX",-96.9588229,78,72933,16,1,9,39,9,13,2,2169,65.400 percent,0.282 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,16.100 percent,97.600 percent,0.000 priority score,18.000 percent,"44.654 discharges / 1,000 Medicare enrollees",9.300 percent,53,40,77,57,55,45,41,0.000 stores and markets,0.000 libraries,0.000 parks,4217.000 jobs + people / sq. mi.,409056.000 jobs,"375.000 crimes / 10,000 people",0.772 diversity score (0-1 scale),10049.000 jobs,6.000 percent,0.663 relative diversity,95.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,10.976 fatal crashes,0.000 buses and trains,9864.000 dollars,36.420 miles per hour,0.890 trips
33.1182297,"Legends at Ridgeview Ranch Apartments, Dallas-Fort Worth, TX",-96.7380257,81,49645,15,5,24,12,6,13,17,2313,47.000 percent,0.121 institutions,4.941 organizations,0.973 involvement index,6.000 days,0.300 percent,0.000044000000000000000000 air toxicity index,23.300 percent,95.200 percent,0.000 priority score,24.200 percent,"43.347 discharges / 1,000 Medicare enrollees",11.600 percent,48,42,74,64,51,76,42,0.000 stores and markets,0.000 libraries,0.000 parks,4845.000 jobs + people / sq. mi.,133509.000 jobs,"194.000 crimes / 10,000 people",0.947 diversity score (0-1 scale),0.000 jobs,13.100 percent,0.855 relative diversity,98.000 percent,0.431 coefficient,0.821 jobs / worker,81.300 percent,34.008 hours,3.073 fatal crashes,0.000 buses and trains,10170.000 dollars,41.860 miles per hour,0.790 trips
33.0737777,"West Creek Estates, Dallas-Fort Worth, TX",-96.71862829999999,81,116625,32,5,0,29,6,1,4,1236,93.500 percent,0.128 institutions,4.941 organizations,0.973 involvement index,6.000 days,0.300 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,95.200 percent,0.000 priority score,26.600 percent,"43.347 discharges / 1,000 Medicare enrollees",13.900 percent,54,61,70,35,61,74,46,0.000 stores and markets,0.000 libraries,1.000 parks,9644.000 jobs + people / sq. mi.,174924.000 jobs,"194.000 crimes / 10,000 people",0.603 diversity score (0-1 scale),0.000 jobs,0.000 percent,0.888 relative diversity,96.000 percent,0.431 coefficient,0.821 jobs / worker,81.300 percent,34.008 hours,3.243 fatal crashes,0.000 buses and trains,13110.000 dollars,31.940 miles per hour,0.960 trips
33.1983388,"McKinney, Dallas-Fort Worth, TX",-96.6389342,81,64874,20,7,6,0,6,2,7,2015,93.500 percent,0.129 institutions,4.941 organizations,0.973 involvement index,6.000 days,0.300 percent,0.0000000000000000000000000000 air toxicity index,16.600 percent,95.200 percent,0.000 priority score,28.100 percent,"51.966 discharges / 1,000 Medicare enrollees",14.500 percent,54,46,64,54,56,81,44,0.000 stores and markets,0.000 libraries,0.000 parks,4073.000 jobs + people / sq. mi.,144639.000 jobs,"194.000 crimes / 10,000 people",0.684 diversity score (0-1 scale),0.000 jobs,0.000 percent,0.959 relative diversity,96.000 percent,0.431 coefficient,0.821 jobs / worker,81.300 percent,9.288 hours,5.176 fatal crashes,0.000 buses and trains,12580.000 dollars,36.420 miles per hour,0.740 trips
32.8096731,"Oak Lawn, Dallas-Fort Worth, TX",-96.80299930000001,78,99344,32,10,9,11,9,11,8,1367,76.000 percent,0.172 institutions,6.161 organizations,0.973 involvement index,5.667 days,3.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,23.500 percent,"44.654 discharges / 1,000 Medicare enrollees",10.700 percent,52,56,73,58,70,40,69,4.000 stores and markets,0.000 libraries,2.000 parks,16749.000 jobs + people / sq. mi.,334392.000 jobs,"375.000 crimes / 10,000 people",0.783 diversity score (0-1 scale),46416.000 jobs,8.200 percent,0.781 relative diversity,82.000 percent,0.502 coefficient,0.821 jobs / worker,81.500 percent,34.008 hours,13.723 fatal crashes,72.000 buses and trains,8347.000 dollars,28.280 miles per hour,1.190 trips
33.0403039,"Prestonwood, Dallas-Fort Worth, TX",-96.8436335,80,64583,60,22,7,4,8,1,1,2266,72.500 percent,0.163 institutions,4.810 organizations,0.973 involvement index,15.000 days,6.500 percent,0.0000000000000000000000000000 air toxicity index,5.000 percent,96.200 percent,0.000 priority score,23.300 percent,"44.654 discharges / 1,000 Medicare enrollees",11.300 percent,51,36,71,44,54,62,43,0.000 stores and markets,0.000 libraries,1.000 parks,2919.000 jobs + people / sq. mi.,273858.000 jobs,"196.000 crimes / 10,000 people",0.517 diversity score (0-1 scale),0.000 jobs,5.500 percent,0.591 relative diversity,98.000 percent,0.430 coefficient,0.821 jobs / worker,88.100 percent,34.008 hours,3.962 fatal crashes,0.000 buses and trains,12684.000 dollars,31.210 miles per hour,0.690 trips
33.1721075,"The Fairways, Dallas-Fort Worth, TX",-96.86592619999999,80,125417,19,4,10,0,8,15,0,1824,98.200 percent,0.185 institutions,4.810 organizations,0.973 involvement index,15.000 days,6.500 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,96.200 percent,0.000 priority score,23.900 percent,"51.966 discharges / 1,000 Medicare enrollees",10.500 percent,55,47,71,30,54,71,50,0.000 stores and markets,0.000 libraries,0.000 parks,5309.000 jobs + people / sq. mi.,126853.000 jobs,"196.000 crimes / 10,000 people",0.888 diversity score (0-1 scale),0.000 jobs,1.700 percent,0.727 relative diversity,99.000 percent,0.430 coefficient,0.821 jobs / worker,88.100 percent,34.008 hours,1.839 fatal crashes,0.000 buses and trains,14105.000 dollars,27.250 miles per hour,0.760 trips
32.3865312,"Waxahachie, Dallas-Fort Worth, TX",-96.8483311,78,62000,27,6,43,0,13,14,23,1235,0.000 percent,0.098 institutions,8.978 organizations,0.973 involvement index,1.000 days,1.900 percent,0.0000000000000000000000000000 air toxicity index,1.800 percent,76.600 percent,0.000 priority score,29.400 percent,"56.507 discharges / 1,000 Medicare enrollees",20.500 percent,42,57,54,78,39,69,41,0.000 stores and markets,0.000 libraries,0.000 parks,302.000 jobs + people / sq. mi.,21557.000 jobs,"204.000 crimes / 10,000 people",0.371 diversity score (0-1 scale),0.000 jobs,10.900 percent,0.888 relative diversity,89.000 percent,0.410 coefficient,0.821 jobs / worker,81.300 percent,0.000 hours,12.682 fatal crashes,0.000 buses and trains,13969.000 dollars,31.140 miles per hour,0.650 trips
33.7841434,"Anaheim, Los Angeles, CA",-118.3011986,81,53528,16,6,29,14,9,37,7,1338,80.000 percent,0.121 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,6.700 percent,97.600 percent,0.000 priority score,28.000 percent,"35.666 discharges / 1,000 Medicare enrollees",16.800 percent,41,31,67,70,68,41,69,1.000 stores and markets,0.000 libraries,1.000 parks,35916.000 jobs + people / sq. mi.,223033.000 jobs,"259.000 crimes / 10,000 people",0.581 diversity score (0-1 scale),10791.000 jobs,3.400 percent,0.886 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.913 fatal crashes,10.333 buses and trains,10312.000 dollars,25.730 miles per hour,0.850 trips
34.0736204,"Beverly Hills, Los Angeles, CA",-118.4003563,81,73361,35,21,3,7,9,7,10,3884,9.500 percent,0.339 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,86.800 percent,97.600 percent,0.000 priority score,21.200 percent,"45.202 discharges / 1,000 Medicare enrollees",13.400 percent,40,14,66,38,72,58,79,8.000 stores and markets,0.000 libraries,1.000 parks,20943.000 jobs + people / sq. mi.,233184.000 jobs,"259.000 crimes / 10,000 people",0.835 diversity score (0-1 scale),37615.000 jobs,8.100 percent,0.897 relative diversity,94.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,5.260 fatal crashes,53.667 buses and trains,9207.000 dollars,27.660 miles per hour,1.220 trips
33.9161251,"Del Aire, Los Angeles, CA",-118.3695196,81,73924,35,9,3,9,9,45,12,1209,56.300 percent,0.287 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,90.300 percent,97.600 percent,0.000 priority score,25.900 percent,"48.580 discharges / 1,000 Medicare enrollees",12.800 percent,44,13,66,36,83,55,53,1.000 stores and markets,1.000 libraries,2.000 parks,8820.000 jobs + people / sq. mi.,339577.000 jobs,"259.000 crimes / 10,000 people",0.863 diversity score (0-1 scale),13575.000 jobs,0.000 percent,0.974 relative diversity,80.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,5.252 fatal crashes,0.000 buses and trains,12293.000 dollars,30.620 miles per hour,1.000 trips
34.0224417,"East LA, Los Angeles, CA",-118.1669736,81,33036,18,9,0,0,9,100,42,2035,37.100 percent,0.232 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,52.300 percent,97.600 percent,0.000 priority score,21.200 percent,"45.202 discharges / 1,000 Medicare enrollees",13.400 percent,40,20,66,56,68,36,77,9.000 stores and markets,0.000 libraries,0.000 parks,22430.000 jobs + people / sq. mi.,336517.000 jobs,"259.000 crimes / 10,000 people",0.808 diversity score (0-1 scale),35008.000 jobs,6.600 percent,0.825 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,6.291 fatal crashes,150.000 buses and trains,10462.000 dollars,28.530 miles per hour,1.290 trips
34.1130405,"Hollywood Hills West, Los Angeles, CA",-118.3862306,81,111932,20,4,2,2,9,5,6,924,42.700 percent,0.402 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,21.400 percent,"45.202 discharges / 1,000 Medicare enrollees",11.400 percent,49,42,68,23,56,37,51,1.000 stores and markets,0.000 libraries,0.000 parks,6159.000 jobs + people / sq. mi.,106770.000 jobs,"259.000 crimes / 10,000 people",0.927 diversity score (0-1 scale),0.000 jobs,4.600 percent,0.837 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.914 fatal crashes,0.000 buses and trains,13366.000 dollars,25.000 miles per hour,0.620 trips
33.6594835,"Huntington Beach, Los Angeles, CA",-117.9988026,82,63042,18,5,0,6,8,5,16,1238,0.000 percent,0.189 institutions,4.358 organizations,0.912 involvement index,19.000 days,0.000 percent,0.0000000000000000000000000000 air toxicity index,53.400 percent,98.700 percent,0.000 priority score,19.300 percent,"32.949 discharges / 1,000 Medicare enrollees",12.400 percent,31,40,65,46,70,57,68,2.000 stores and markets,1.000 libraries,1.000 parks,18010.000 jobs + people / sq. mi.,107163.000 jobs,"196.000 crimes / 10,000 people",0.525 diversity score (0-1 scale),9901.000 jobs,28.100 percent,0.740 relative diversity,97.000 percent,0.467 coefficient,0.788 jobs / worker,97.900 percent,49.269 hours,6.111 fatal crashes,34.000 buses and trains,10754.000 dollars,29.540 miles per hour,1.400 trips
33.6508815,"Irvine Center, Irvine, CA",-117.7441118,82,89052,13,0,0,21,8,10,7,2346,0.000 percent,0.175 institutions,4.358 organizations,0.912 involvement index,19.000 days,0.000 percent,0.0000000000000000000000000000 air toxicity index,49.200 percent,98.700 percent,0.000 priority score,16.000 percent,"16.336 discharges / 1,000 Medicare enrollees",10.800 percent,32,40,89,49,62,51,47,3.000 stores and markets,0.000 libraries,0.000 parks,6110.000 jobs + people / sq. mi.,290572.000 jobs,"196.000 crimes / 10,000 people",0.742 diversity score (0-1 scale),15125.000 jobs,9.800 percent,0.681 relative diversity,95.000 percent,0.467 coefficient,0.788 jobs / worker,97.900 percent,49.269 hours,4.345 fatal crashes,34.333 buses and trains,10395.000 dollars,53.250 miles per hour,0.910 trips
34.0307517,"Mid-City West, Los Angeles, CA",-118.479097,81,67750,23,8,0,14,9,5,3,1021,0.000 percent,0.496 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,62.000 percent,97.600 percent,0.000 priority score,19.100 percent,"27.818 discharges / 1,000 Medicare enrollees",10.000 percent,39,18,83,38,81,60,83,6.000 stores and markets,0.000 libraries,3.000 parks,49893.000 jobs + people / sq. mi.,284242.000 jobs,"259.000 crimes / 10,000 people",0.848 diversity score (0-1 scale),19873.000 jobs,0.000 percent,0.902 relative diversity,95.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,4.855 fatal crashes,197.000 buses and trains,9465.000 dollars,25.850 miles per hour,1.120 trips
34.0625114,"Mission Junction, Los Angeles, CA",-118.2275733,81,12629,24,10,4,13,9,82,63,1340,47.300 percent,0.211 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.00555910000000000000 air toxicity index,0.000 percent,97.600 percent,0.000 priority score,26.600 percent,"45.202 discharges / 1,000 Medicare enrollees",20.300 percent,42,35,56,100,78,38,72,8.000 stores and markets,0.000 libraries,1.000 parks,11732.000 jobs + people / sq. mi.,354724.000 jobs,"259.000 crimes / 10,000 people",0.800 diversity score (0-1 scale),73240.000 jobs,0.000 percent,0.844 relative diversity,72.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,5.342 fatal crashes,47.333 buses and trains,8757.000 dollars,30.200 miles per hour,0.840 trips
33.6268197,"Park Newport, Los Angeles, CA",-117.8808945,82,65250,35,22,0,6,8,8,3,1369,73.500 percent,0.192 institutions,4.358 organizations,0.912 involvement index,19.000 days,0.000 percent,0.0000000000000000000000000000 air toxicity index,13.700 percent,98.700 percent,0.000 priority score,18.000 percent,"19.826 discharges / 1,000 Medicare enrollees",10.100 percent,44,48,94,51,66,60,56,1.000 stores and markets,0.000 libraries,2.000 parks,12032.000 jobs + people / sq. mi.,190656.000 jobs,"196.000 crimes / 10,000 people",0.795 diversity score (0-1 scale),13371.000 jobs,22.000 percent,0.779 relative diversity,97.000 percent,0.467 coefficient,0.788 jobs / worker,97.900 percent,49.269 hours,5.263 fatal crashes,0.000 buses and trains,9603.000 dollars,29.980 miles per hour,1.020 trips
34.1477849,"Pasadena, Los Angeles, CA",-118.1445155,81,15859,53,13,0,0,9,6,31,179,21.500 percent,0.302 institutions,4.298 organizations,0.918 involvement index,115.000 days,0.900 percent,0.0000000000000000000000000000 air toxicity index,60.200 percent,97.600 percent,0.000 priority score,21.700 percent,"34.639 discharges / 1,000 Medicare enrollees",11.700 percent,42,19,80,91,81,40,71,5.000 stores and markets,1.000 libraries,3.000 parks,21953.000 jobs + people / sq. mi.,327453.000 jobs,"259.000 crimes / 10,000 people",0.911 diversity score (0-1 scale),43530.000 jobs,21.300 percent,0.737 relative diversity,86.000 percent,0.501 coefficient,0.788 jobs / worker,99.900 percent,49.269 hours,3.138 fatal crashes,114.000 buses and trains,9470.000 dollars,44.880 miles per hour,1.380 trips
34.10639889999999,"Rancho Cucamonga, Los Angeles, CA",-117.5931084,78,34451,18,6,15,1,11,42,16,2158,0.000 percent,0.075 institutions,3.351 organizations,0.853 involvement index,132.000 days,1.300 percent,0.0000000000000000000000000000 air toxicity index,12.600 percent,90.100 percent,0.000 priority score,27.100 percent,"35.123 discharges / 1,000 Medicare enrollees",16.500 percent,10,26,61,60,55,50,45,5.000 stores and markets,0.000 libraries,0.000 parks,8599.000 jobs + people / sq. mi.,93299.000 jobs,"301.000 crimes / 10,000 people",0.813 diversity score (0-1 scale),0.000 jobs,2.700 percent,0.845 relative diversity,95.000 percent,0.443 coefficient,0.574 jobs / worker,80.000 percent,49.269 hours,5.613 fatal crashes,0.000 buses and trains,10476.000 dollars,30.190 miles per hour,0.850 trips
