,City,Neighborhood,Studio,1BR,2BR,Budget,Locations,0_l-1,0_l-2,0_l-3,dem-1,dem-2,dem-3,dem-4,dem-5,dem-6,dem-7,dem-8,dem-9,dem-10,eng-1,eng-2,eng-3,eng-4,env-1,env-2,env-3,env-4,hea-1,hea-2,hea-3,hea-4,hea-5,liv-1,liv-2,liv-3,liv-4,liv-5,liv-6,liv-7,nei-1,nei-2,nei-3,nei-4,nei-5,nei-6,nei-7,nei-8,nei-9,opp-1,opp-2,opp-3,opp-4,tra-1,tra-2,tra-3,tra-4,tra-5,tra-6,tra-7
122,"Miami, FL",Miami Financial District,,2100,2800,Pricey,"Miami Financial District, Miami, FL",25.760429,"Miami Financial District, Miami, FL",-80.1928937,81,118750,38,4,0,0,10,72,6,289,0,0.227,3.573,0.913,1.333,0.7,0,80.9,98.9,14,22,71.407,11.4,29,41,54,53,76,11,87,12,0,3,32752,170501,466,0.743,33636,0,0.493,72,0.526,0.713,75.9,33.438,9.519,87.333,8284,28.72,2.67
123,"Miami, FL",Pompano Beach,,1150,1485,Cheap,"Pompano Beach, Miami, FL",26.231677,"Pompano Beach, Miami, FL",-80.090693,80,43942,66,34,9,1,11,20,17,1477,13.6,0.327,4.075,1.021,1,15.2,0,0,99.5,0,20.8,51.549,11,58,57,72,74,62,20,66,2,1,0,5434,107153,352,0.779,6615,47.4,0.431,77,0.479,0.713,75.9,33.438,13.314,35.333,9788,26.87,1.22
124,"Miami, FL",Villages of Palm Beach Lakes,,1200,,Cheap,"Villages of Palm Beach Lakes, Miami, FL",26.7492959,"Villages of Palm Beach Lakes, Miami, FL",-80.1018959,81,74151,32,17,30,3,12,9,10,2394,27.8,0.175,4.228,1.021,1.667,5.6,0,6.7,97.7,11,23.2,51.145,16.7,54,48,52,58,47,25,38,1,0,0,4563,65531,343,0.649,0,19.9,0.786,72,0.515,0.713,75.9,33.438,11.403,0,12093,33.38,0.84
125,"Miami, FL",Wellington,,1488,1558,Average,"Wellington, Miami, FL",25.8008684,"Wellington, Miami, FL",-80.1997203,81,15966,31,8,61,0,10,53,39,634,0,0.19,3.573,0.913,1.333,0.7,0,32.2,98.9,15,42.9,71.407,31.6,27,49,25,91,62,28,61,6,0,4,5494,177310,466,0.501,33356,30.2,0.85,72,0.526,0.713,75.9,33.438,12.308,117,8504,35.85,0.86
126,"Miami, FL",West Miami,,1399,1650,Average,"West Miami, Miami, FL",25.7560648,"West Miami, Miami, FL",-80.2956711,81,26660,41,18,0,0,10,93,34,1605,9.5,0.188,3.573,0.913,1.333,0.7,0,24.6,98.9,11,20.7,71.407,16.2,33,51,52,48,80,48,65,4,1,2,9376,170977,466,0.859,9320,0,0.957,89,0.526,0.713,75.9,33.438,8.765,28.333,11232,26.59,1.23
127,"New York, NY",Alphabet City,,3095,3645,Average,"Alphabet City, New York, NY",40.7258428,"Alphabet City, New York, NY",-73.9774916,82,49681,34,19,18,6,10,38,12,2837,82.9,0.128,8.641,0.979,4,6.1,2.20E-10,13.3,98.4,11,24.4,36.662,18.8,57,33,57,78,96,24,95,34,1,4,77806,402417,222,0.905,141643,0,0.866,80.6,0.599,0.774,93.3,32.996,2.72,399,8085,26.06,1.43
128,"New York, NY",Astoria,,2658,3456,Average,"Astoria, New York, NY",40.7643574,"Astoria, New York, NY",-73.9234619,81,32981,26,11,0,18,10,32,16,956,82.9,0.123,3.633,0.979,4,6.1,0,0,95.5,17,22.2,51.179,14.7,39,58,54,44,81,38,93,74,0,0,87772,335065,222,0.812,161672,0,0.763,64,0.449,0.774,93.3,32.996,2.611,151,8460,26.84,1.74
129,"New York, NY",Boerum Hill,,3314,4000,Pricey,"Boerum Hill, New York, NY",40.6848689,"Boerum Hill, New York, NY",-73.9844722,80,110000,33,6,7,3,10,6,4,773,100,0.133,3.892,0.979,0,6.1,0,0,96.8,19,19.2,50.24,11.9,46,69,49,20,82,46,94,60,1,1,45641,264461,223,0.432,196794,11.8,0.934,80.6,0.517,0.774,93.3,32.996,2.679,549,9059,27.32,1.62
130,"New York, NY",Bushwick,,2391,,Average,"Bushwick, New York, NY",40.6957755,"Bushwick, New York, NY",-73.9170604,80,36316,30,10,6,4,10,91,38,1256,100,0.114,3.892,0.979,0,6.1,0,0,96.8,19,30.2,50.24,19.7,45,69,35,69,85,52,94,75,1,1,90143,105605,223,0.651,66368,3,0.978,80.6,0.517,0.774,93.3,32.996,2.859,276,8616,25,1.47
131,"New York, NY",Carroll Gardens,,2400,,Average,"Carroll Gardens, New York, NY",40.6795331,"Carroll Gardens, New York, NY",-73.9991637,80,146181,17,15,0,0,10,6,5,715,48.3,0.135,3.892,0.979,0,6.1,0,14.8,96.8,0,18.4,50.24,12.5,40,54,62,20,82,36,89,30,1,3,73425,320787,223,0.276,137909,12.8,0.809,80.6,0.517,0.774,93.3,32.996,2.604,149,8631,26.79,1.4
132,"New York, NY",Central Brooklyn,,2131,2359,Cheap,"Central Brooklyn, New York, NY",40.694731,"Central Brooklyn, New York, NY",-73.919271,80,25691,29,15,46,0,10,79,37,1354,100,0.114,3.892,0.979,0,6.1,0,0,96.8,19,30.2,50.24,19.7,45,69,35,73,76,46,87,75,1,0,79606,99743,223,0.642,68778,26.9,0.933,80.6,0.517,0.774,93.3,32.996,2.862,264,8410,25,0.88
133,"New York, NY",Chelsea,2975,3688,3995,Pricey,"Chelsea, New York, NY",40.7465004,"Chelsea, New York, NY",-74.0013737,82,108993,25,10,7,11,10,2,14,1195,100,0.155,8.641,0.979,4,6.1,0,0,98.4,0,20,36.662,12.6,63,58,72,37,94,16,96,48,1,13,114578,435830,222,0.957,261368,12.7,0.737,80.6,0.599,0.774,93.3,32.996,2.779,289,7524,29.74,1.8
134,"New York, NY",Clinton Hill,,2689,3500,Average,"Clinton Hill, New York, NY",40.6896834,"Clinton Hill, New York, NY",-73.9661144,80,52279,26,9,17,1,10,33,22,1145,43.3,0.127,3.892,0.979,0,6.1,0,0,96.8,19,23.1,50.24,12.6,39,69,46,43,93,27,90,42,1,1,67724,305970,223,0.902,115628,0,0.632,80.6,0.517,0.774,93.3,32.996,2.809,314,8398,28.77,1.41
135,"New York, NY",Downtown Brooklyn,2598,3350,4368,Pricey,"Downtown Brooklyn, New York, NY",40.6960679,"Downtown Brooklyn, New York, NY",-73.9845407,80,91375,7,3,16,10,10,6,8,676,98.5,0.135,3.892,0.979,0,6.1,0,62.7,96.8,19,23.4,50.24,15.3,45,45,43,26,86,23,99,29,1,7,62760,441880,223,0.403,191395,10.9,0.529,80.6,0.517,0.774,93.3,32.996,2.763,395,8300,29.36,2.29
136,"New York, NY",Downtown Manhattan,2850,3450,4138,Pricey,"Downtown Manhattan, New York, NY",40.7208595,"Downtown Manhattan, New York, NY",-74.0006686,82,160795,30,14,1,5,10,9,11,1106,98.1,0.155,8.641,0.979,4,6.1,0,14.6,98.4,0,15.9,36.662,9.9,61,43,78,27,91,29,100,85,1,4,78983,429644,222,0.924,360018,16,0.932,80.6,0.599,0.774,93.3,32.996,2.742,352,8439,28.33,3.12
137,"New York, NY",East Harlem,,2473,2850,Average,"East Harlem, New York, NY",40.7957399,"East Harlem, New York, NY",-73.9389213,82,27596,16,3,30,0,10,55,33,847,100,0.128,8.641,0.979,4,6.1,0,0,98.4,19,28.9,36.662,20.4,61,58,47,95,94,26,84,93,1,2,63536,374579,222,0.682,153101,0,0.901,80.6,0.599,0.774,93.3,32.996,2.634,587,8919,25,0.62
138,"New York, NY",East Village,2452,2995,3725,Average,"East Village, New York, NY",40.7264773,"East Village, New York, NY",-73.9815337,82,52273,24,2,11,11,10,8,29,1253,75.4,0.132,8.641,0.979,4,6.1,0,0,98.4,11,15.6,36.662,11,57,58,70,42,90,11,93,72,1,4,40412,400338,222,0.933,229759,13.3,0.63,80.6,0.599,0.774,93.3,32.996,2.715,265,7898,25,1.23
139,"New York, NY",Financial District,2880,3500,4467,Pricey,"Financial District, New York, NY",40.7077143,"Financial District, New York, NY",-74.0082787,82,125124,9,1,2,21,10,4,9,6294,82.6,0.158,8.641,0.979,4,6.1,0,45.2,98.4,0,13,36.662,9.9,59,37,81,27,85,8,100,44,0,9,192641,509007,222,0.857,371489,14.3,0.565,80.6,0.599,0.774,93.3,32.996,2.685,507,7126,29.73,20
140,"New York, NY",Flatiron District,,4500,,Pricey,"Flatiron District, New York, NY",40.740083,"Flatiron District, New York, NY",-73.9903489,82,144191,20,8,0,12,10,8,3,3204,100,0.14,8.641,0.979,4,6.1,0,0,98.4,0,14.4,36.662,10.3,62,58,79,28,95,17,100,69,1,5,540754,412033,222,0.961,413175,12.6,0.76,80.6,0.599,0.774,93.3,32.996,2.743,908,8108,25.64,12.79
141,"New York, NY",Fort George,,1700,2083,Cheap,"Fort George, New York, NY",40.8582679,"Fort George, New York, NY",-73.9318299,82,75320,24,3,1,5,10,33,6,1128,0,0.157,8.641,0.979,4,6.1,0,0,98.4,13,25.1,36.662,15.8,44,58,57,47,82,19,96,46,0,4,123798,247353,222,0.861,51263,4.6,0.79,80.6,0.599,0.774,93.3,32.996,2.543,600,7931,27.91,1.49
142,"New York, NY",Fort Greene,2685,3365,,Pricey,"Fort Greene, New York, NY",40.6920638,"Fort Greene, New York, NY",-73.9741874,80,70298,24,0,0,57,10,0,0,37,100,0.132,3.892,0.979,0,6.1,0,0,96.8,19,19.1,50.24,11.4,46,69,50,51,83,17,66,39,1,1,1745,277974,223,0.391,142313,0,0.376,80.6,0.517,0.774,93.3,32.996,2.808,226,13820,26.28,0.57
143,"New York, NY",Garment District,2940,3450,4000,Pricey,"Garment District, New York, NY",40.7547072,"Garment District, New York, NY",-73.9916342,82,56420,27,6,9,3,10,33,32,1144,100,0.151,8.641,0.979,4,6.1,0,0,98.4,0,17.1,36.662,11.9,62,58,75,43,91,13,100,72,1,3,178189,586127,222,0.926,379690,22.1,0.685,80.6,0.599,0.774,93.3,32.996,2.919,637,9098,27.18,4.28
144,"New York, NY",Gramercy Park,2790,3495,3995,Pricey,"Gramercy Park, New York, NY",40.7367783,"Gramercy Park, New York, NY",-73.9844722,82,93750,46,20,0,21,10,2,12,835,100,0.132,8.641,0.979,4,6.1,0,0,98.4,0,14.7,36.662,9.8,61,58,80,46,93,16,100,69,1,4,194467,502663,222,0.923,270913,9.6,0.737,80.6,0.599,0.774,93.3,32.996,2.76,502,7273,27.09,2.34
145,"New York, NY",Greenwich Village,,3290,3938,Pricey,"Greenwich Village, New York, NY",40.7335719,"Greenwich Village, New York, NY",-74.0027418,82,96250,35,20,0,6,10,2,16,984,95.4,0.151,8.641,0.979,4,6.1,0,0,98.4,0,15.4,36.662,9.4,60,58,79,28,95,14,100,64,1,5,116124,377313,222,0.949,466062,2.1,0.705,80.6,0.599,0.774,93.3,32.996,2.735,466,7114,25.01,5.99
146,"New York, NY",Hamilton Heights,1800,1995,2625,Cheap,"Hamilton Heights, New York, NY",40.8252793,"Hamilton Heights, New York, NY",-73.9476139,82,37845,36,12,58,3,10,60,11,1641,0,0.14,8.641,0.979,4,6.1,0,0,98.4,18,28.9,36.662,19.2,43,58,49,78,91,20,100,51,1,4,161121,257166,222,0.788,156466,5.2,0.813,80.6,0.599,0.774,93.3,32.996,2.421,713,8732,28.97,2.33
147,"New York, NY",Hell's Kitchen,2625,3275,3495,Pricey,"Hell's Kitchen, New York, NY",40.7637581,"Hell's Kitchen, New York, NY",-73.9918181,82,64513,18,5,7,2,10,36,11,2142,100,0.152,8.641,0.979,4,6.1,0,0,98.4,0,18,36.662,12.2,62,58,74,46,92,15,98,74,1,3,142457,488708,222,0.921,297052,11.9,0.713,80.6,0.599,0.774,93.3,32.996,2.85,160,7742,27.59,2.14
148,"New York, NY",Hudson Heights,,1950,,Cheap,"Hudson Heights, New York, NY",40.8534973,"Hudson Heights, New York, NY",-73.9374517,82,88571,30,11,2,4,10,12,12,1495,35.2,0.157,8.641,0.979,4,6.1,0,85.9,98.4,13,19.3,36.662,11.1,54,30,66,43,81,21,90,45,0,3,78548,264130,222,0.86,95462,7.4,0.829,80.6,0.599,0.774,93.3,32.996,2.488,424,8964,25,1.11
149,"New York, NY",Hunters Point,2520,2999,4238,Average,"Hunters Point, New York, NY",40.7485587,"Hunters Point, New York, NY",-73.9496464,81,81731,19,11,3,20,10,34,9,895,88.3,0.12,3.633,0.979,4,6.1,0,46.8,95.5,17,19.6,36.662,11.3,39,37,61,28,78,34,95,14,1,0,10328,470923,222,0.841,314672,13.3,0.673,64,0.449,0.774,93.3,32.996,2.517,428,9569,27.66,2.01
150,"New York, NY",Inwood,,1750,2300,Cheap,"Inwood, New York, NY",40.8677145,"Inwood, New York, NY",-73.9212019,82,51711,31,7,13,5,10,36,4,800,17.5,0.16,8.641,0.979,4,6.1,0,87.5,98.4,13,24.8,36.662,16.9,53,29,56,43,87,22,87,49,1,3,59016,237279,222,0.623,74349,4,0.847,80.6,0.599,0.774,93.3,32.996,2.546,334,8821,25,0.88
151,"New York, NY",Kips Bay,2588,3200,3395,Pricey,"Kips Bay, New York, NY",40.7423292,"Kips Bay, New York, NY",-73.9800645,82,89318,16,5,0,14,10,2,9,1282,100,0.13,8.641,0.979,4,6.1,0,0,98.4,0,16.8,36.662,12.7,61,58,75,41,99,20,100,62,1,3,196244,587605,222,0.933,299226,0,0.805,80.6,0.599,0.774,93.3,32.996,2.759,446,6687,28.22,2.6
152,"New York, NY",Lincoln Square,2650,4000,6250,Pricey,"Lincoln Square, New York, NY",40.7741769,"Lincoln Square, New York, NY",-73.9849118,82,72841,52,30,51,2,10,7,14,596,49.5,0.151,8.641,0.979,4,6.1,0,0,98.4,0,19.6,36.662,13.5,56,58,72,67,95,2,92,40,1,4,22094,392967,222,0.912,249698,0,0.399,80.6,0.599,0.774,93.3,32.996,2.758,548,8990,25,1.28
153,"New York, NY",Long Island City,2499,2850,3575,Average,"Long Island City, New York, NY",40.744679,"Long Island City, New York, NY",-73.9485424,81,41827,26,16,2,29,10,17,6,589,100,0.119,3.633,0.979,4,6.1,0,55.4,95.5,17,19.4,36.662,10.3,42,35,62,40,87,41,98,24,1,1,35257,420698,222,0.916,268659,5.1,0.803,64,0.449,0.774,93.3,32.996,2.483,360,8527,25.62,1.81
154,"New York, NY",Lower East Side,,3269,4395,Pricey,"Lower East Side, New York, NY",40.715033,"Lower East Side, New York, NY",-73.9842724,82,56912,42,25,10,9,10,16,12,1717,98.4,0.136,8.641,0.979,4,6.1,0,0,98.4,11,17.2,36.662,11,60,58,69,53,95,21,100,74,1,11,119851,433387,222,0.873,212208,2.8,0.833,80.6,0.599,0.774,93.3,32.996,2.674,406,7295,27.5,2.31
155,"New York, NY",Manhattan Valley,2600,3200,4005,Pricey,"Manhattan Valley, New York, NY",40.796989,"Manhattan Valley, New York, NY",-73.9697065,82,37091,41,23,6,6,10,47,12,1085,0,0.146,8.641,0.979,4,6.1,0,0,98.4,0,18.4,36.662,10.2,43,58,76,55,86,32,100,41,1,2,165139,331861,222,0.744,224753,23.8,0.952,80.6,0.599,0.774,93.3,32.996,2.656,851,7704,28.17,3.75
156,"New York, NY",Midtown East,2500,3223,3835,Pricey,"Midtown East, New York, NY",40.7571432,"Midtown East, New York, NY",-73.9718815,82,83866,24,13,2,22,10,13,8,1334,100,0.131,8.641,0.979,4,6.1,0,0,98.4,0,15.9,36.662,10.3,61,58,78,31,90,20,100,70,1,1,173420,631288,222,0.892,426461,14.7,0.817,80.6,0.599,0.774,93.3,32.996,2.724,849,8960,25,7.17
157,"New York, NY",Midtown Manhattan,2600,3300,3600,Pricey,"Midtown Manhattan, New York, NY",40.7549309,"Midtown Manhattan, New York, NY",-73.9840195,82,69250,67,7,0,13,10,6,0,157,100,0.14,8.641,0.979,4,6.1,0,0,98.4,0,15.5,36.662,10.8,62,58,78,34,86,6,99,91,1,1,128843,646973,222,0.917,501499,59.9,0.522,80.6,0.599,0.774,93.3,32.996,2.818,1025,10782,27.39,9.23
158,"New York, NY",Morningside Heights,,2500,,Average,"Morningside Heights, New York, NY",40.8105443,"Morningside Heights, New York, NY",-73.9620581,82,125313,23,14,5,19,10,7,5,2241,12.8,0.15,8.641,0.979,4,6.1,0,64.7,98.4,0,13.3,36.662,11,51,34,80,35,84,17,78,21,1,2,44642,234997,222,0.713,164609,10.9,0.756,80.6,0.599,0.774,93.3,32.996,2.549,633,9863,34.88,1.08
159,"New York, NY",Murray Hill,2500,3200,3500,Pricey,"Murray Hill, New York, NY",40.7478792,"Murray Hill, New York, NY",-73.9756567,82,133110,21,11,2,10,10,3,7,1126,100,0.131,8.641,0.979,4,6.1,0,80.8,98.4,0,14.2,36.662,9.3,61,31,81,31,92,15,100,59,1,1,88422,694685,222,0.935,338428,2.6,0.714,80.6,0.599,0.774,93.3,32.996,2.748,546,7052,28.59,2.02
160,"New York, NY",NoHo,3250,3600,,Pricey,"NoHo, New York, NY",40.7286587,"NoHo, New York, NY",-73.9925526,82,150714,35,17,2,6,10,3,1,1942,100,0.141,8.641,0.979,4,6.1,0,0,98.4,0,14.7,36.662,8.6,62,58,81,20,93,24,100,78,1,4,154420,400685,222,0.947,444055,9.4,0.866,80.6,0.599,0.774,93.3,32.996,2.702,707,8157,30.16,2.79
161,"New York, NY",NoMad,,3845,,Pricey,"NoMad, New York, NY",40.7446072,"NoMad, New York, NY",-73.9874105,82,138750,13,5,2,26,10,6,16,3155,100,0.14,8.641,0.979,4,6.1,0,0,98.4,0,13.6,36.662,9.5,62,58,81,35,93,14,100,93,1,3,207770,546601,222,0.957,415152,15,0.703,80.6,0.599,0.774,93.3,32.996,2.694,732,8651,28.28,4.55
162,"New York, NY",Northeastern Queens,,1975,2460,Cheap,"Northeastern Queens, New York, NY",40.7282239,"Northeastern Queens, New York, NY",-73.7948516,81,91688,37,17,20,40,10,0,2,1499,94.7,0.199,3.633,0.979,4,6.1,0,0,95.5,0,17.2,42.359,10.7,44,58,67,18,67,60,90,9,0,0,20529,228976,222,0.71,23737,6.2,0.938,80.6,0.449,0.774,93.3,32.996,3.232,239,11218,25,1.91
163,"New York, NY",Northern Brooklyn,2605,3204,3500,Pricey,"Northern Brooklyn, New York, NY",40.7653995,"Northern Brooklyn, New York, NY",-73.8175923,81,50643,23,7,1,59,10,31,25,2034,100,0.234,3.633,0.979,4,6.1,0,100,95.5,0,19.6,42.359,16.6,48,24,60,48,90,36,100,20,1,1,219485,210384,222,0.679,60196,0,0.778,57,0.449,0.774,93.3,32.996,3.06,296,8146,27.28,2.98
164,"New York, NY",Northwestern Brooklyn,2630,3367,4595,Pricey,"Northwestern Brooklyn, New York, NY",40.6960679,"Northwestern Brooklyn, New York, NY",-73.9845407,80,91375,7,3,16,10,10,6,8,676,98.5,0.135,3.892,0.979,0,6.1,0,62.7,96.8,19,23.4,50.24,15.3,45,45,43,26,86,23,99,29,1,7,62760,441880,223,0.403,191395,10.9,0.529,80.6,0.517,0.774,93.3,32.996,2.763,395,8300,29.36,2.29
165,"New York, NY",Northwestern Queens,2400,2650,3000,Average,"Northwestern Queens, New York, NY",40.7572001,"Northwestern Queens, New York, NY",-73.9691882,82,136354,33,12,0,7,10,3,0,416,100,0.129,8.641,0.979,4,6.1,0,0,98.4,0,15.2,36.662,9.8,61,58,79,53,82,0,100,64,1,0,130908,607624,222,0.895,405866,45.7,0.267,80.6,0.599,0.774,93.3,32.996,2.763,685,9120,28.24,4.01
166,"New York, NY",Park Slope,,2750,,Average,"Park Slope, New York, NY",40.6710672,"Park Slope, New York, NY",-73.9814228,80,130147,30,8,16,2,10,19,4,1152,100,0.126,3.892,0.979,0,6.1,0,0,96.8,0,17.5,50.24,10.3,46,69,65,27,87,37,87,39,1,1,53335,202423,223,0.837,97406,1.3,0.829,80.6,0.517,0.774,93.3,32.996,2.766,208,9353,26.61,1.34
167,"New York, NY",Prospect Lefferts Gardens,,2700,,Average,"Prospect Lefferts Gardens, New York, NY",40.6592355,"Prospect Lefferts Gardens, New York, NY",-73.9533895,80,43846,28,7,86,4,10,8,23,1559,100,0.119,3.892,0.979,0,6.1,0,0,96.8,19,30.9,50.24,18.1,46,69,36,33,79,44,92,47,1,0,75496,159762,223,0.799,82072,13.4,0.916,80.6,0.517,0.774,93.3,32.996,2.797,266,9600,25,1.58
168,"New York, NY",Rego Park,,2745,3495,Average,"Rego Park, New York, NY",40.7255722,"Rego Park, New York, NY",-73.8624893,81,59634,33,17,2,24,10,8,5,563,100,0.149,3.633,0.979,4,6.1,0,0,95.5,0,17.9,42.359,10.8,44,58,66,47,82,65,83,20,1,0,19704,284652,222,0.627,66419,0,0.935,89,0.449,0.774,93.3,32.996,3.144,22,10113,25,1.6
169,"New York, NY",Rose Hill,2600,3200,3395,Pricey,"Rose Hill, New York, NY",40.742233,"Rose Hill, New York, NY",-73.9837375,82,114545,15,9,13,11,10,9,10,1273,100,0.134,8.641,0.979,4,6.1,0,0,98.4,0,15,36.662,11.9,61,58,77,40,91,13,100,83,1,4,100816,557522,222,0.934,387901,21.7,0.692,80.6,0.599,0.774,93.3,32.996,2.76,872,7772,27.51,4.58
170,"New York, NY",South Slope,,2750,,Average,"South Slope, New York, NY",40.6605508,"South Slope, New York, NY",-73.9874105,80,57163,7,1,0,2,10,36,0,681,73.8,0.131,3.892,0.979,0,6.1,0,96.8,96.8,0,21,50.24,14.4,42,37,58,37,78,28,76,37,0,2,36386,265522,223,0.731,73304,5.4,0.651,80.6,0.517,0.774,93.3,32.996,2.779,128,9144,37.18,1.27
171,"New York, NY",Southwestern Brooklyn,,1799,2000,Cheap,"Southwestern Brooklyn, New York, NY",40.6534959,"Southwestern Brooklyn, New York, NY",-74.010211,80,31728,19,9,14,3,10,82,25,1266,68.3,0.157,3.892,0.979,0,6.1,0,66.6,96.8,0,31.4,50.24,23.9,43,44,44,41,82,33,83,33,1,1,32491,187115,223,0.587,73944,6.2,0.752,80.6,0.517,0.774,93.3,32.996,2.809,180,9876,36.25,2.02
172,"New York, NY",Sunnyside,1725,2038,2450,Cheap,"Sunnyside, New York, NY",40.7432759,"Sunnyside, New York, NY",-73.9196324,81,54683,33,11,0,29,10,15,8,1285,0,0.124,3.633,0.979,4,6.1,0,94.5,95.5,17,21.5,36.662,12.7,24,27,58,48,96,43,100,57,1,2,167345,354062,222,0.849,165176,0,0.811,69,0.449,0.774,93.3,32.996,2.859,445,7402,28.47,4.92
173,"New York, NY",Sutton Place,,3495,,Pricey,"Sutton Place, New York, NY",40.7576281,"Sutton Place, New York, NY",-73.961698,82,96341,60,32,0,0,10,3,0,1164,100,0.126,8.641,0.979,4,6.1,0,60.7,98.4,0,15.8,36.662,7.4,61,34,82,25,84,12,100,30,1,0,224402,561310,222,0.852,255861,12.6,0.655,80.6,0.599,0.774,93.3,32.996,2.66,417,7032,28.18,2.71
174,"New York, NY",Theater District,2650,3500,4995,Pricey,"Theater District, New York, NY",40.759011,"Theater District, New York, NY",-73.9844722,82,124821,14,6,0,20,10,3,22,869,100,0.146,8.641,0.979,4,6.1,0,0,98.4,0,13.3,36.662,9.4,62,58,81,35,88,12,100,90,1,1,143656,560082,222,0.931,496255,42.4,0.658,80.6,0.599,0.774,93.3,32.996,2.836,742,9273,28.63,14.22
175,"New York, NY",Tribeca,,3999,5300,Pricey,"Tribeca, New York, NY",40.7162692,"Tribeca, New York, NY",-74.0086323,82,250001,31,8,1,7,10,4,6,1580,87.5,0.163,8.641,0.979,4,6.1,0,47.8,98.4,0,15.7,36.662,8.8,60,36,80,17,91,23,98,50,1,6,127023,436520,222,0.929,420621,23.5,0.862,80.6,0.599,0.774,93.3,32.996,2.828,371,8320,30.31,2.35
176,"New York, NY",Turtle Bay,2500,3168,3805,Average,"Turtle Bay, New York, NY",40.7571432,"Turtle Bay, New York, NY",-73.9718815,82,83866,24,13,2,22,10,13,8,1334,100,0.131,8.641,0.979,4,6.1,0,0,98.4,0,15.9,36.662,10.3,61,58,78,31,90,20,100,70,1,1,173420,631288,222,0.892,426461,14.7,0.817,80.6,0.599,0.774,93.3,32.996,2.724,849,8960,25,7.17
177,"New York, NY",Upper East Side,2200,2800,3400,Average,"Upper East Side, New York, NY",40.7735649,"Upper East Side, New York, NY",-73.9565551,82,72212,53,25,0,12,10,2,20,746,100,0.131,8.641,0.979,4,6.1,0,0,98.4,0,17,36.662,10.8,61,58,76,28,89,22,100,60,1,2,156349,454129,222,0.84,240689,16.8,0.839,80.6,0.599,0.774,93.3,32.996,2.704,620,7334,29.16,2.43
178,"New York, NY",Central Harlem,2295,2950,3495,Average,"Central Harlem, New York, NY",40.8089419,"Central Harlem, New York, NY",-73.9482305,82,32957,31,8,59,1,10,15,29,1080,100,0.138,8.641,0.979,4,6.1,0,0,98.4,18,29.1,36.662,19.1,62,58,49,45,86,27,98,48,1,3,76870,251501,222,0.719,173831,21.5,0.904,80.6,0.599,0.774,93.3,32.996,2.656,684,8873,28.64,2.05
179,"New York, NY",Upper West Side,2517,3500,4900,Pricey,"Upper West Side, New York, NY",40.7870106,"Upper West Side, New York, NY",-73.9753676,82,113318,31,13,1,6,10,6,3,1639,51.9,0.145,8.641,0.979,4,6.1,0,0,98.4,0,17.6,36.662,10.4,55,58,76,31,90,25,97,35,1,2,163692,315737,222,0.984,212950,10.7,0.878,80.6,0.599,0.774,93.3,32.996,2.74,766,8039,33.81,2.25
180,"New York, NY",Washington Heights,1698,1825,2325,Cheap,"Washington Heights, New York, NY",40.8417082,"Washington Heights, New York, NY",-73.9393554,82,49189,27,11,15,10,10,62,18,2335,0,0.149,8.641,0.979,4,6.1,0,0,98.4,13,28.1,36.662,19.8,44,58,52,45,95,17,100,75,1,3,173252,307438,222,0.677,197436,0,0.764,80.6,0.599,0.774,93.3,32.996,2.43,745,7995,25.39,2.65
181,"New York, NY",West Village,2948,3600,4675,Pricey,"West Village, New York, NY",40.73468,"West Village, New York, NY",-74.0047554,82,97857,27,4,3,10,10,8,5,733,100,0.157,8.641,0.979,4,6.1,0,0,98.4,0,15.9,36.662,10.4,63,58,78,44,94,16,100,48,1,10,122224,368440,222,0.954,330900,9.6,0.737,80.6,0.599,0.774,93.3,32.996,2.756,335,6758,28.41,3.32
182,"New York, NY",Williamsburg,2604,3250,4056,Pricey,"Williamsburg, New York, NY",40.7081156,"Williamsburg, New York, NY",-73.9570696,80,36131,14,6,1,2,10,14,40,1800,59,0.122,3.892,0.979,0,6.1,0,80.1,96.8,20,24.8,36.662,26.9,40,41,44,53,82,28,97,82,1,0,68709,355673,223,0.782,171418,10.5,0.655,80.6,0.517,0.774,93.3,32.996,2.759,518,8388,33.87,2.9
183,"New York, NY",Yonkers,,1865,,Cheap,"Yonkers, New York, NY",40.9312099,"Yonkers, New York, NY",-73.8987469,82,29635,48,27,39,28,9,25,15,1778,75.3,0.29,5.272,0.979,6.333,11.5,0,0,99,0,35.9,66.67,20.8,63,52,44,69,87,27,82,53,1,3,68014,115077,125,0.651,28122,10.2,0.763,76,0.538,0.774,93,32.996,2.498,19,9483,28.96,1.73
184,"New York, NY",Yorkville,2200,2800,3300,Average,"Yorkville, New York, NY",40.7762231,"Yorkville, New York, NY",-73.9492079,82,89083,38,18,1,2,10,4,5,1810,100,0.129,8.641,0.979,4,6.1,0,0,98.4,0,16.4,36.662,9.6,61,58,78,34,90,14,100,57,1,2,262429,469366,222,0.811,158114,12.7,0.702,80.6,0.599,0.774,93.3,32.996,2.693,475,7095,27.67,2.7
